SIP	DIP	SPORT	DPORT	PROTO	TGH	AVG	MAX	TOTAL	WIRE	#PKTS	FIRST	LAST	INTERARRIVAL	DUR
133.136.253.74	252.103.120.30	889	53708	6	0	0	240	242	524	5	2018-09-21 14:26:25.948354	2018-09-21 14:26:25.969269	5	20
252.103.120.48	133.136.250.44	56962	80	6	0	0	254	757	1201	8	2018-09-21 14:27:05.275917	2018-09-21 14:27:14.871216	1370	9595
133.136.250.44	252.103.120.48	80	56962	6	0	0	2214	3257	3485	4	2018-09-21 14:27:05.276135	2018-09-21 14:27:06.921039	547	1644
252.103.120.7	133.136.253.74	63171	889	6	0	0	190	190	526	6	2018-09-21 14:30:19.831578	2018-09-21 14:30:19.854774	4	23
133.136.253.74	252.103.120.7	889	63171	6	0	0	240	242	524	5	2018-09-21 14:30:19.831981	2018-09-21 14:30:19.854094	5	22
252.103.119.185	133.136.250.44	63342	80	6	0	0	254	757	1201	8	2018-09-21 14:30:40.188413	2018-09-21 14:30:48.986014	1256	8797
133.136.250.44	252.103.119.185	80	63342	6	0	0	2214	3257	3485	4	2018-09-21 14:30:40.197054	2018-09-21 14:30:41.812527	538	1615
252.103.119.175	133.136.253.74	53210	889	6	0	0	276	276	612	6	2018-09-21 14:30:49.909760	2018-09-21 14:30:49.940255	5	30
133.136.253.74	252.103.119.175	889	53210	6	0	0	240	244	526	5	2018-09-21 14:30:49.910260	2018-09-21 14:30:49.939652	7	29
252.103.120.30	133.136.250.44	53712	80	6	0	0	254	757	1201	8	2018-09-21 14:31:27.112500	2018-09-21 14:31:35.877788	1251	8765
133.136.250.44	252.103.120.30	80	53712	6	0	0	2214	3257	3485	4	2018-09-21 14:31:27.112893	2018-09-21 14:31:28.688652	524	1575
252.103.119.175	252.103.119.185	53214	139	6	0	0	244	1990	3310	24	2018-09-21 14:32:58.733141	2018-09-21 14:33:13.503870	642	14770
252.103.119.185	252.103.119.175	139	53214	6	0	0	255	1880	2984	20	2018-09-21 14:32:58.733688	2018-09-21 14:33:13.503171	777	14769
252.103.119.175	252.103.119.185	53215	139	6	0	0	220	1958	3386	26	2018-09-21 14:32:58.747880	2018-09-21 14:33:13.506645	590	14758
252.103.119.185	252.103.119.175	139	53215	6	0	0	366	2238	3450	22	2018-09-21 14:32:58.748417	2018-09-21 14:33:13.506005	702	14757
252.103.119.36	252.103.120.48	2910	49175	6	0	0	1	85	4675	85	2018-09-21 14:34:24.264477	2018-09-28 14:34:24.521941	7200002	604800257
252.103.120.7	133.136.250.44	63189	80	6	0	0	254	757	1201	8	2018-09-21 14:35:21.509277	2018-09-21 14:35:36.426642	2130	14917
133.136.250.44	252.103.120.7	80	63189	6	0	0	2214	3257	3485	4	2018-09-21 14:35:21.509546	2018-09-21 14:35:24.634585	1041	3125
252.103.120.22	133.136.253.74	54887	889	6	0	0	276	276	612	6	2018-09-21 14:35:23.651058	2018-09-21 14:35:23.674141	4	23
133.136.253.74	252.103.120.22	889	54887	6	0	0	240	244	526	5	2018-09-21 14:35:23.651486	2018-09-21 14:35:23.673325	5	21
252.103.119.175	133.136.250.44	53216	80	6	0	0	254	757	1201	8	2018-09-21 14:35:51.677820	2018-09-21 14:36:00.469298	1255	8791
133.136.250.44	252.103.119.175	80	53216	6	0	0	2214	3257	3485	4	2018-09-21 14:35:51.678542	2018-09-21 14:35:53.270440	530	1591
252.103.119.36	252.103.120.30	2910	53578	6	0	0	1	37	2143	39	2018-09-21 14:36:25.198693	2018-09-24 16:15:06.116660	6976865	265120917
252.103.120.30	252.103.119.36	53578	2910	6	0	0	12	12	2616	40	2018-09-21 14:36:25.199641	2018-09-24 16:15:06.117599	6797971	265120917
252.103.119.36	252.103.120.30	135	53584	6	0	0	1	8	968	16	2018-09-21 14:36:30.505271	2018-09-22 04:36:32.650381	3360142	50402145
252.103.120.30	252.103.119.36	53584	135	6	0	0	1	8	1022	17	2018-09-21 14:36:30.506308	2018-09-22 06:00:18.832229	3464269	55428325
252.103.119.36	252.103.119.185	2910	49173	6	0	0	1	85	4675	85	2018-09-21 14:38:04.460241	2018-09-28 14:38:04.791199	7200003	604800330
252.103.120.20	133.136.253.241	61777	53	17	0	0	37	37	79	1	2018-09-21 14:39:09.719510	2018-09-21 14:39:09.719510	0	0
133.136.253.241	252.103.120.20	53	61777	17	0	0	268	268	310	1	2018-09-21 14:39:09.719975	2018-09-21 14:39:09.719975	0	0
252.103.120.20	133.136.253.74	57816	889	6	0	0	276	276	612	6	2018-09-21 14:39:09.721842	2018-09-21 14:39:09.773450	9	51
133.136.253.74	252.103.120.20	889	57816	6	0	0	240	244	526	5	2018-09-21 14:39:09.722272	2018-09-21 14:39:09.771904	12	49
252.103.120.22	133.136.250.44	54891	80	6	0	0	254	757	1201	8	2018-09-21 14:40:23.779245	2018-09-21 14:40:31.172504	1055	7393
133.136.250.44	252.103.120.22	80	54891	6	0	0	2214	3257	3485	4	2018-09-21 14:40:23.779515	2018-09-21 14:40:25.349767	522	1570
252.103.120.48	114.185.182.52	123	123	17	0	0	48	96	180	2	2018-09-21 14:41:51.109891	2018-09-28 14:41:41.440604	604790330	604790330
252.103.120.48	133.136.253.241	62542	53	17	0	0	37	37	79	1	2018-09-21 14:42:03.085900	2018-09-21 14:42:03.085900	0	0
133.136.253.241	252.103.120.48	53	62542	17	0	0	268	268	310	1	2018-09-21 14:42:03.086363	2018-09-21 14:42:03.086363	0	0
252.103.120.48	133.136.253.74	56980	889	6	0	0	190	190	526	6	2018-09-21 14:42:03.087639	2018-09-21 14:42:03.130214	8	42
133.136.253.74	252.103.120.48	889	56980	6	0	0	240	242	524	5	2018-09-21 14:42:03.088160	2018-09-21 14:42:03.129612	10	41
252.103.120.20	133.136.250.44	57842	80	6	0	0	254	757	1201	8	2018-09-21 14:44:11.220723	2018-09-21 14:44:18.734706	1073	7513
133.136.250.44	252.103.120.20	80	57842	6	0	0	2214	3257	3485	4	2018-09-21 14:44:11.220999	2018-09-21 14:44:12.878557	552	1657
252.103.119.175	252.103.119.185	53217	139	6	0	0	244	1990	3310	24	2018-09-21 14:44:58.770980	2018-09-21 14:45:13.494713	640	14723
252.103.119.185	252.103.119.175	139	53217	6	0	0	255	1880	2984	20	2018-09-21 14:44:58.771520	2018-09-21 14:45:13.494030	774	14722
252.103.119.175	252.103.119.185	53218	139	6	0	0	220	1958	3386	26	2018-09-21 14:44:58.785006	2018-09-21 14:45:13.497493	588	14712
252.103.119.185	252.103.119.175	139	53218	6	0	0	366	2238	3450	22	2018-09-21 14:44:58.785537	2018-09-21 14:45:13.496885	700	14711
252.103.119.185	252.103.119.160	137	137	17	0	0	50	112000	206080	2240	2018-09-21 14:45:49.344526	2018-09-28 14:50:42.126174	270251	605092781
252.103.120.48	133.136.250.44	56986	80	6	0	0	254	757	1201	8	2018-09-21 14:47:03.912094	2018-09-21 14:47:11.500241	1083	7588
133.136.250.44	252.103.120.48	80	56986	6	0	0	2214	3257	3485	4	2018-09-21 14:47:03.912503	2018-09-21 14:47:05.530036	538	1617
252.103.119.175	252.103.119.36	53219	445	6	0	0	649	7655073	11706201	73248	2018-09-21 14:47:18.663725	2018-09-28 15:01:09.585190	8267	605630921
252.103.119.36	252.103.119.175	445	53219	6	0	0	2920	89978169	95085555	94581	2018-09-21 14:47:18.663940	2018-09-28 15:01:09.584559	6403	605630920
252.103.120.20	252.103.119.36	57859	443	6	0	0	378	3859	5113	23	2018-09-21 14:47:43.547851	2018-09-21 14:48:43.868300	2741	60320
252.103.119.36	252.103.120.20	443	57859	6	0	0	1861	12500	13322	15	2018-09-21 14:47:43.548078	2018-09-21 14:47:43.864862	22	316
252.103.120.20	133.136.253.74	57860	889	6	0	0	1623	3453	3843	7	2018-09-21 14:47:58.415241	2018-09-21 14:50:28.997738	25096	150582
133.136.253.74	252.103.120.20	889	57860	6	0	0	1322	4454	5330	16	2018-09-21 14:47:58.415735	2018-09-21 14:51:50.697834	15485	232282
252.103.120.20	133.136.253.74	57866	889	6	0	0	1623	3453	3843	7	2018-09-21 14:48:56.986632	2018-09-21 14:51:27.554669	25094	150568
133.136.253.74	252.103.120.20	889	57866	6	0	0	1322	4454	5330	16	2018-09-21 14:48:56.987114	2018-09-21 14:52:48.681875	15445	231694
252.103.119.185	133.136.253.241	57021	53	17	0	0	35	35	77	1	2018-09-21 14:49:00.200128	2018-09-21 14:49:00.200128	0	0
133.136.253.241	252.103.119.185	53	57021	17	0	0	115	115	157	1	2018-09-21 14:49:00.200556	2018-09-21 14:49:00.200556	0	0
252.103.120.48	133.136.253.241	64923	53	17	0	0	43	43	85	1	2018-09-21 14:49:05.417512	2018-09-21 14:49:05.417512	0	0
133.136.253.241	252.103.120.48	53	64923	17	0	0	249	249	291	1	2018-09-21 14:49:05.417850	2018-09-21 14:49:05.417850	0	0
252.103.119.185	133.136.250.44	63347	80	6	0	0	254	757	1201	8	2018-09-21 14:50:39.325631	2018-09-21 14:50:46.762080	1061	7436
133.136.250.44	252.103.119.185	80	63347	6	0	0	2214	3257	3485	4	2018-09-21 14:50:39.325981	2018-09-21 14:50:40.915100	529	1589
252.103.120.30	133.136.250.44	53717	80	6	0	0	254	757	1201	8	2018-09-21 14:51:26.227225	2018-09-21 14:51:33.656827	1061	7429
133.136.250.44	252.103.120.30	80	53717	6	0	0	2214	3257	3485	4	2018-09-21 14:51:26.227481	2018-09-21 14:51:27.824631	532	1597
252.103.120.48	133.136.253.241	65355	53	17	0	0	35	35	77	1	2018-09-21 14:52:30.066952	2018-09-21 14:52:30.066952	0	0
133.136.253.241	252.103.120.48	53	65355	17	0	0	115	115	157	1	2018-09-21 14:52:30.076859	2018-09-21 14:52:30.076859	0	0
252.103.120.7	133.136.250.44	63194	80	6	0	0	254	757	1201	8	2018-09-21 14:55:20.628742	2018-09-21 14:55:34.206912	1939	13578
133.136.250.44	252.103.120.7	80	63194	6	0	0	2214	3257	3485	4	2018-09-21 14:55:20.629010	2018-09-21 14:55:23.741365	1036	3112
252.103.119.175	133.136.250.44	53220	80	6	0	0	254	757	1201	8	2018-09-21 14:55:50.788593	2018-09-21 14:55:58.219115	1060	7430
133.136.250.44	252.103.119.175	80	53220	6	0	0	2214	3257	3485	4	2018-09-21 14:55:50.788846	2018-09-21 14:55:52.383170	531	1594
252.103.120.30	133.136.253.241	64590	53	17	0	0	35	35	77	1	2018-09-21 14:56:43.540120	2018-09-21 14:56:43.540120	0	0
133.136.253.241	252.103.120.30	53	64590	17	0	0	115	115	157	1	2018-09-21 14:56:43.540484	2018-09-21 14:56:43.540484	0	0
252.103.119.175	252.103.119.185	53221	139	6	0	0	244	1990	3310	24	2018-09-21 14:56:58.815087	2018-09-21 14:57:13.507610	638	14692
252.103.119.185	252.103.119.175	139	53221	6	0	0	255	1880	2984	20	2018-09-21 14:56:58.815608	2018-09-21 14:57:13.506896	773	14691
252.103.119.175	252.103.119.185	53222	139	6	0	0	220	1958	3386	26	2018-09-21 14:56:58.829073	2018-09-21 14:57:13.510437	587	14681
252.103.119.185	252.103.119.175	139	53222	6	0	0	366	2238	3450	22	2018-09-21 14:56:58.829671	2018-09-21 14:57:13.509813	698	14680
252.103.120.22	133.136.250.44	54896	80	6	0	0	254	757	1201	8	2018-09-21 15:00:23.783508	2018-09-21 15:00:31.183572	1056	7400
133.136.250.44	252.103.120.22	80	54896	6	0	0	2214	3257	3485	4	2018-09-21 15:00:23.783699	2018-09-21 15:00:25.350142	521	1566
252.103.119.36	252.103.120.7	2910	49174	6	0	0	8	698	13466	236	2018-09-21 15:00:51.936720	2018-09-28 14:48:49.616625	2570542	604077679
252.103.120.7	252.103.119.36	49174	2910	6	0	0	12	1224	15300	242	2018-09-21 15:00:51.937319	2018-09-28 14:48:49.617049	2506545	604077679
252.103.107.188	252.103.119.131	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.528421	2018-09-28 12:57:26.454092	7196576	597315925
252.103.107.188	252.103.119.187	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.528797	2018-09-28 12:57:29.457822	7196613	597318929
252.103.107.188	252.103.119.185	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.528859	2018-09-28 12:57:29.458071	7196613	597318929
252.103.107.188	252.103.119.174	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.528898	2018-09-28 12:57:29.458173	7196613	597318929
252.103.107.188	252.103.119.175	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.528943	2018-09-28 12:57:29.458208	7196613	597318929
252.103.107.188	252.103.119.173	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.529005	2018-09-28 12:57:29.458250	7196613	597318929
252.103.107.188	252.103.119.172	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:10.529044	2018-09-28 12:57:29.458330	7196613	597318929
252.103.119.173	252.103.107.188	137	62653	17	0	0	229	19236	22764	84	2018-09-21 15:02:10.529269	2018-09-28 12:57:29.458502	7196613	597318929
252.103.119.185	252.103.107.188	137	62653	17	0	0	211	17724	21252	84	2018-09-21 15:02:10.529564	2018-09-28 12:57:29.458793	7196613	597318929
252.103.119.175	252.103.107.188	137	62653	17	0	0	175	14700	18228	84	2018-09-21 15:02:10.529567	2018-09-28 12:57:29.458912	7196613	597318929
252.103.107.188	252.103.120.9	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:16.536284	2018-09-28 12:57:32.464686	7196576	597315928
252.103.107.188	252.103.120.8	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:16.536432	2018-09-28 12:57:32.464749	7196576	597315928
252.103.107.188	252.103.120.13	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:16.537092	2018-09-28 12:57:35.468182	7196613	597318931
252.103.107.188	252.103.120.14	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:19.541243	2018-09-28 12:57:35.468394	7196577	597315927
252.103.107.188	252.103.120.15	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:22.544085	2018-09-28 12:57:38.473724	7196577	597315929
252.103.107.188	252.103.120.18	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:22.544930	2018-09-28 12:57:38.474404	7196576	597315929
252.103.107.188	252.103.120.169	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:22.545169	2018-09-28 12:57:38.474580	7196577	597315929
252.103.107.188	252.103.120.20	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:22.545304	2018-09-28 12:57:38.474674	7196576	597315929
252.103.107.188	252.103.120.22	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:22.545567	2018-09-28 12:57:41.478577	7196613	597318933
252.103.120.20	252.103.107.188	137	62653	17	0	0	211	17724	21252	84	2018-09-21 15:02:22.546145	2018-09-28 12:57:38.475471	7196577	597315929
252.103.120.22	252.103.107.188	137	62653	17	0	0	175	14700	18228	84	2018-09-21 15:02:22.546247	2018-09-28 12:57:41.479339	7196613	597318933
252.103.107.188	252.103.120.30	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:25.548146	2018-09-28 12:57:41.479284	7196576	597315931
252.103.120.30	252.103.107.188	137	62653	17	0	0	175	14700	18228	84	2018-09-21 15:02:25.548908	2018-09-28 12:57:41.480039	7196577	597315931
252.103.107.188	252.103.120.48	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:28.552178	2018-09-28 12:57:44.482598	7196577	597315930
252.103.107.188	252.103.120.34	62653	137	17	0	0	50	8400	15456	168	2018-09-21 15:02:28.552311	2018-09-28 12:57:44.482881	3576741	597315930
252.103.107.188	252.103.120.33	62653	137	17	0	0	50	8400	15456	168	2018-09-21 15:02:28.552384	2018-09-28 12:57:44.482853	3576741	597315930
252.103.120.48	252.103.107.188	137	62653	17	0	0	175	14700	18228	84	2018-09-21 15:02:28.552652	2018-09-28 12:57:44.483279	7196577	597315930
252.103.107.188	252.103.120.7	62653	137	17	0	0	50	4400	8096	88	2018-09-21 15:02:28.552659	2018-09-28 12:57:44.483036	6865699	597315930
252.103.107.188	252.103.120.10	62653	137	17	0	0	50	4200	7728	84	2018-09-21 15:02:28.553060	2018-09-28 12:57:47.486242	7196613	597318933
252.103.120.7	252.103.107.188	137	62653	17	0	0	175	14350	17794	82	2018-09-21 15:02:28.553208	2018-09-28 12:57:44.483607	7374270	597315930
252.103.120.10	252.103.107.188	137	62653	17	0	0	139	11676	15204	84	2018-09-21 15:02:28.554226	2018-09-28 12:57:47.487698	7196613	597318933
252.103.119.36	252.103.119.175	2910	49172	6	0	0	1	85	4675	85	2018-09-21 15:02:50.776354	2018-09-28 15:02:51.197772	7200004	604800421
252.103.120.20	133.136.253.241	58483	53	17	0	0	35	35	77	1	2018-09-21 15:03:33.914946	2018-09-21 15:03:33.914946	0	0
133.136.253.241	252.103.120.20	53	58483	17	0	0	115	115	157	1	2018-09-21 15:03:33.915292	2018-09-21 15:03:33.915292	0	0
252.103.120.20	133.136.250.44	57933	80	6	0	0	254	757	1201	8	2018-09-21 15:04:11.260595	2018-09-21 15:04:18.640414	1053	7379
133.136.250.44	252.103.120.20	80	57933	6	0	0	2214	3257	3485	4	2018-09-21 15:04:11.260936	2018-09-21 15:04:12.812393	516	1551
252.103.120.48	133.136.250.44	56994	80	6	0	0	254	757	1201	8	2018-09-21 15:07:03.876669	2018-09-21 15:07:11.419888	1077	7543
133.136.250.44	252.103.120.48	80	56994	6	0	0	2214	3257	3485	4	2018-09-21 15:07:03.876946	2018-09-21 15:07:05.479803	534	1602
252.103.120.7	133.136.253.241	62054	53	17	0	0	35	35	77	1	2018-09-21 15:07:07.636208	2018-09-21 15:07:07.636208	0	0
133.136.253.241	252.103.120.7	53	62054	17	0	0	115	115	157	1	2018-09-21 15:07:07.636607	2018-09-21 15:07:07.636607	0	0
252.103.119.175	133.136.253.241	57435	53	17	0	0	35	35	77	1	2018-09-21 15:08:49.880081	2018-09-21 15:08:49.880081	0	0
133.136.253.241	252.103.119.175	53	57435	17	0	0	115	115	157	1	2018-09-21 15:08:49.880487	2018-09-21 15:08:49.880487	0	0
252.103.119.175	252.103.119.185	53223	139	6	0	0	244	1990	3310	24	2018-09-21 15:08:58.852597	2018-09-21 15:09:13.514073	637	14661
252.103.119.185	252.103.119.175	139	53223	6	0	0	255	1880	2984	20	2018-09-21 15:08:58.853134	2018-09-21 15:09:13.513334	771	14660
252.103.119.175	252.103.119.185	53224	139	6	0	0	220	1958	3386	26	2018-09-21 15:08:58.867101	2018-09-21 15:09:13.516966	585	14649
252.103.119.185	252.103.119.175	139	53224	6	0	0	366	2238	3450	22	2018-09-21 15:08:58.867626	2018-09-21 15:09:13.516306	697	14648
252.103.119.185	133.136.250.44	63348	80	6	0	0	254	757	1201	8	2018-09-21 15:10:39.324835	2018-09-21 15:10:46.784362	1065	7459
133.136.250.44	252.103.119.185	80	63348	6	0	0	2214	3257	3485	4	2018-09-21 15:10:39.325146	2018-09-21 15:10:40.911065	528	1585
252.103.120.30	133.136.250.44	53722	80	6	0	0	254	757	1201	8	2018-09-21 15:11:26.212537	2018-09-21 15:11:33.619277	1057	7406
133.136.250.44	252.103.120.30	80	53722	6	0	0	2214	3257	3485	4	2018-09-21 15:11:26.212777	2018-09-21 15:11:27.787135	524	1574
252.103.120.7	133.136.250.44	63209	80	6	0	0	254	757	1201	8	2018-09-21 15:15:20.644119	2018-09-21 15:15:34.186524	1934	13542
133.136.250.44	252.103.120.7	80	63209	6	0	0	2214	3257	3485	4	2018-09-21 15:15:20.644438	2018-09-21 15:15:23.752189	1035	3107
252.103.119.175	133.136.250.44	53225	80	6	0	0	254	757	1201	8	2018-09-21 15:15:50.813059	2018-09-21 15:15:58.255976	1062	7442
133.136.250.44	252.103.119.175	80	53225	6	0	0	2214	3257	3485	4	2018-09-21 15:15:50.813422	2018-09-21 15:15:52.425014	536	1611
252.103.120.22	133.136.253.241	65429	53	17	0	0	35	35	77	1	2018-09-21 15:16:37.412475	2018-09-21 15:16:37.412475	0	0
133.136.253.241	252.103.120.22	53	65429	17	0	0	115	115	157	1	2018-09-21 15:16:37.412837	2018-09-21 15:16:37.412837	0	0
252.103.120.22	252.103.119.36	54901	445	6	0	0	649	291487	448615	2888	2018-09-21 15:19:07.688949	2018-09-21 15:36:46.508636	366	1058819
252.103.119.36	252.103.120.22	445	54901	6	0	0	2476	3752902	3944560	3549	2018-09-21 15:19:07.689168	2018-09-21 15:37:52.943884	316	1125254
252.103.120.22	252.103.119.36	54902	50000	6	0	0	1564	39923	63803	442	2018-09-21 15:19:09.676771	2018-09-21 15:22:08.204137	404	178527
252.103.119.36	252.103.120.22	50000	54902	6	0	0	1988	158158	192298	632	2018-09-21 15:19:09.677044	2018-09-21 15:22:08.115074	282	178438
252.103.120.22	252.103.119.36	54903	2910	6	0	0	12	624	5064	82	2018-09-21 15:19:10.065283	2018-09-21 15:22:08.205145	2198	178139
252.103.119.36	252.103.120.22	2910	54903	6	0	0	8	308	4586	79	2018-09-21 15:19:10.065513	2018-09-21 15:22:08.204716	2283	178139
252.103.120.22	252.103.119.36	54904	2910	6	0	0	12	24	414	7	2018-09-21 15:19:19.620679	2018-09-21 15:19:20.461893	140	841
252.103.119.36	252.103.120.22	2910	54904	6	0	0	8	8	236	4	2018-09-21 15:19:19.620896	2018-09-21 15:19:20.460956	279	840
252.103.120.22	252.103.119.36	54905	135	6	0	0	156	4796	8156	62	2018-09-21 15:19:20.551818	2018-09-21 15:22:36.800108	3216	196248
252.103.119.36	252.103.120.22	135	54905	6	0	0	152	4644	6492	34	2018-09-21 15:19:20.552187	2018-09-21 15:22:36.797691	5946	196245
252.103.120.22	252.103.119.36	54906	49885	6	0	0	1083	29590	32950	62	2018-09-21 15:19:20.556062	2018-09-21 15:22:36.798801	3216	196242
252.103.119.36	252.103.120.22	49885	54906	6	0	0	1076	29220	31068	34	2018-09-21 15:19:20.556313	2018-09-21 15:22:36.797353	5946	196241
252.103.120.22	252.103.119.36	54907	443	6	0	0	410	3375	4359	18	2018-09-21 15:19:22.090281	2018-09-21 15:20:49.329146	5131	87238
252.103.119.36	252.103.120.22	443	54907	6	0	0	1275	6815	7529	13	2018-09-21 15:19:22.090701	2018-09-21 15:19:49.325073	2269	27234
252.103.120.22	252.103.119.36	54908	443	6	0	0	426	6851	18365	213	2018-09-21 15:19:25.149117	2018-09-21 15:20:51.482232	406	86333
252.103.119.36	252.103.120.22	443	54908	6	0	0	2021	486712	505408	346	2018-09-21 15:19:25.149340	2018-09-21 15:19:49.919687	71	24770
252.103.120.22	133.136.253.241	55830	53	17	0	0	41	41	83	1	2018-09-21 15:19:27.386045	2018-09-21 15:19:27.386045	0	0
133.136.253.241	252.103.120.22	53	55830	17	0	0	321	321	363	1	2018-09-21 15:19:27.388819	2018-09-21 15:19:27.388819	0	0
252.103.120.22	252.103.119.36	54911	135	6	0	0	156	272	608	6	2018-09-21 15:19:42.206340	2018-09-21 15:22:08.125163	29183	145918
252.103.119.36	252.103.120.22	135	54911	6	0	0	152	236	410	3	2018-09-21 15:19:42.206599	2018-09-21 15:19:42.209072	1	2
252.103.120.22	252.103.119.36	54912	49885	6	0	0	116	682	1774	20	2018-09-21 15:19:42.210392	2018-09-21 15:22:08.125436	7679	145915
252.103.119.36	252.103.120.22	49885	54912	6	0	0	84	308	860	10	2018-09-21 15:19:42.210561	2018-09-21 15:21:53.856106	14627	131645
252.103.120.22	133.136.253.241	57669	53	17	0	0	268	45285	54819	227	2018-09-21 15:19:42.891471	2018-09-25 14:54:14.499944	1522440	344071608
133.136.253.241	252.103.120.22	53	57669	17	0	0	383	54200	63734	227	2018-09-21 15:19:42.910116	2018-09-25 14:54:14.518886	1522440	344071608
252.103.120.22	133.136.253.241	57670	53	17	0	0	268	46340	55412	216	2018-09-21 15:19:42.914407	2018-09-25 14:54:14.594585	1600332	344071680
