SIP	DIP	SPORT	DPORT	PROTO	TGH	AVG	MAX	TOTAL	WIRE	#PKTS	FIRST	LAST	INTERARRIVAL	DUR
133.136.250.44	252.103.120.48	80	60787	6	0	0	2214	3257	3485	4	2018-09-25 00:26:59.469760	2018-09-25 00:27:01.131747	553	1661
252.103.119.185	133.136.250.44	64183	80	6	0	0	254	757	1201	8	2018-09-25 00:30:40.802567	2018-09-25 00:30:48.248877	1063	7446
133.136.250.44	252.103.119.185	80	64183	6	0	0	2214	3257	3485	4	2018-09-25 00:30:40.802881	2018-09-25 00:30:42.392264	529	1589
252.103.119.175	133.136.253.74	55109	889	6	0	0	190	190	526	6	2018-09-25 00:30:59.638131	2018-09-25 00:30:59.661220	4	23
133.136.253.74	252.103.119.175	889	55109	6	0	0	240	242	524	5	2018-09-25 00:30:59.638613	2018-09-25 00:30:59.660564	5	21
252.103.120.7	133.136.253.74	49504	889	6	0	0	190	190	526	6	2018-09-25 00:31:25.139154	2018-09-25 00:31:25.163028	4	23
133.136.253.74	252.103.120.7	889	49504	6	0	0	240	242	524	5	2018-09-25 00:31:25.139667	2018-09-25 00:31:25.162446	5	22
252.103.120.30	133.136.250.44	55329	80	6	0	0	254	757	1201	8	2018-09-25 00:31:28.356767	2018-09-25 00:31:35.790530	1061	7433
133.136.250.44	252.103.120.30	80	55329	6	0	0	2214	3257	3485	4	2018-09-25 00:31:28.356968	2018-09-25 00:31:29.954793	532	1597
252.103.119.175	252.103.119.185	55113	139	6	0	0	244	1990	3310	24	2018-09-25 00:33:13.996371	2018-09-25 00:33:26.411318	539	12414
252.103.119.185	252.103.119.175	139	55113	6	0	0	255	1880	2984	20	2018-09-25 00:33:13.996921	2018-09-25 00:33:26.410570	653	12413
252.103.119.175	252.103.119.185	55114	139	6	0	0	220	1958	3386	26	2018-09-25 00:33:14.011571	2018-09-25 00:33:26.414198	495	12402
252.103.119.185	252.103.119.175	139	55114	6	0	0	366	2238	3450	22	2018-09-25 00:33:14.012116	2018-09-25 00:33:26.413522	590	12401
252.103.120.7	133.136.250.44	49508	80	6	0	0	254	757	1201	8	2018-09-25 00:34:49.866885	2018-09-25 00:34:57.383695	1073	7516
133.136.250.44	252.103.120.7	80	49508	6	0	0	2214	3257	3485	4	2018-09-25 00:34:49.867084	2018-09-25 00:34:51.528074	553	1660
252.103.120.22	133.136.253.74	56862	889	6	0	0	190	190	526	6	2018-09-25 00:35:35.085994	2018-09-25 00:35:35.112114	4	26
133.136.253.74	252.103.120.22	889	56862	6	0	0	240	242	524	5	2018-09-25 00:35:35.086483	2018-09-25 00:35:35.111112	5	24
252.103.119.175	133.136.250.44	55115	80	6	0	0	254	757	1201	8	2018-09-25 00:35:52.004952	2018-09-25 00:36:24.920562	4701	32915
133.136.250.44	252.103.119.175	80	55115	6	0	0	2214	3257	3485	4	2018-09-25 00:35:52.005394	2018-09-25 00:35:53.624531	539	1619
252.103.119.175	133.136.253.241	55100	53	17	0	0	34	34	76	1	2018-09-25 00:36:00.221248	2018-09-25 00:36:00.221248	0	0
133.136.253.241	252.103.119.175	53	55100	17	0	0	227	227	269	1	2018-09-25 00:36:00.235266	2018-09-25 00:36:00.235266	0	0
252.103.120.20	133.136.253.74	65458	889	6	0	0	276	276	612	6	2018-09-25 00:39:22.676450	2018-09-25 00:39:22.725661	9	49
133.136.253.74	252.103.120.20	889	65458	6	0	0	240	244	526	5	2018-09-25 00:39:22.676914	2018-09-25 00:39:22.724160	11	47
252.103.120.22	133.136.250.44	56866	80	6	0	0	254	757	1201	8	2018-09-25 00:40:26.533064	2018-09-25 00:40:33.965657	1061	7432
133.136.250.44	252.103.120.22	80	56866	6	0	0	2214	3257	3485	4	2018-09-25 00:40:26.533347	2018-09-25 00:40:28.118075	527	1584
252.103.120.48	133.136.253.74	60791	889	6	0	0	190	190	526	6	2018-09-25 00:42:11.501782	2018-09-25 00:42:11.541632	7	39
133.136.253.74	252.103.120.48	889	60791	6	0	0	240	242	524	5	2018-09-25 00:42:11.502286	2018-09-25 00:42:11.540832	9	38
252.103.120.20	133.136.250.44	65482	80	6	0	0	254	757	1201	8	2018-09-25 00:44:16.052253	2018-09-25 00:44:23.549060	1070	7496
133.136.250.44	252.103.120.20	80	65482	6	0	0	2214	3257	3485	4	2018-09-25 00:44:16.052531	2018-09-25 00:44:17.695226	546	1642
252.103.119.175	252.103.119.185	55117	139	6	0	0	244	1990	3310	24	2018-09-25 00:45:14.033496	2018-09-25 00:45:26.417104	538	12383
252.103.119.185	252.103.119.175	139	55117	6	0	0	255	1880	2984	20	2018-09-25 00:45:14.034045	2018-09-25 00:45:26.416339	651	12382
252.103.119.175	252.103.119.185	55118	139	6	0	0	220	1958	3386	26	2018-09-25 00:45:14.048553	2018-09-25 00:45:26.420051	494	12371
252.103.119.185	252.103.119.175	139	55118	6	0	0	366	2238	3450	22	2018-09-25 00:45:14.049097	2018-09-25 00:45:26.419340	588	12370
252.103.120.48	133.136.250.44	60811	80	6	0	0	254	757	1201	8	2018-09-25 00:46:59.466291	2018-09-25 00:47:07.018958	1078	7552
133.136.250.44	252.103.120.48	80	60811	6	0	0	2214	3257	3485	4	2018-09-25 00:46:59.466717	2018-09-25 00:47:01.066854	533	1600
252.103.119.185	133.136.253.241	50188	53	17	0	0	35	35	77	1	2018-09-25 00:47:02.804744	2018-09-25 00:47:02.804744	0	0
133.136.253.241	252.103.119.185	53	50188	17	0	0	115	115	157	1	2018-09-25 00:47:02.805174	2018-09-25 00:47:02.805174	0	0
252.103.120.48	133.136.253.241	56421	53	17	0	0	35	35	77	1	2018-09-25 00:49:53.207143	2018-09-25 00:49:53.207143	0	0
133.136.253.241	252.103.120.48	53	56421	17	0	0	115	115	157	1	2018-09-25 00:49:53.207472	2018-09-25 00:49:53.207472	0	0
252.103.119.185	133.136.250.44	64184	80	6	0	0	254	757	1201	8	2018-09-25 00:50:40.802097	2018-09-25 00:50:48.208342	1057	7406
133.136.250.44	252.103.119.185	80	64184	6	0	0	2214	3257	3485	4	2018-09-25 00:50:40.802521	2018-09-25 00:50:42.360884	519	1558
252.103.120.30	133.136.250.44	55334	80	6	0	0	254	757	1201	8	2018-09-25 00:51:28.383300	2018-09-25 00:51:35.814405	1061	7431
133.136.250.44	252.103.120.30	80	55334	6	0	0	2214	3257	3485	4	2018-09-25 00:51:28.383627	2018-09-25 00:51:29.960870	525	1577
252.103.120.7	133.136.253.241	50499	53	17	0	0	35	35	77	1	2018-09-25 00:55:39.485627	2018-09-25 00:55:39.485627	0	0
133.136.253.241	252.103.120.7	53	50499	17	0	0	115	115	157	1	2018-09-25 00:55:39.497460	2018-09-25 00:55:39.497460	0	0
252.103.119.175	133.136.250.44	55119	80	6	0	0	254	757	1201	8	2018-09-25 00:55:52.019158	2018-09-25 00:55:59.423121	1057	7403
133.136.250.44	252.103.119.175	80	55119	6	0	0	2214	3257	3485	4	2018-09-25 00:55:52.019530	2018-09-25 00:55:53.586700	521	1567
252.103.119.175	252.103.119.185	55120	139	6	0	0	244	1990	3310	24	2018-09-25 00:57:14.069966	2018-09-25 00:57:26.422737	536	12352
252.103.119.185	252.103.119.175	139	55120	6	0	0	255	1880	2984	20	2018-09-25 00:57:14.070503	2018-09-25 00:57:26.421927	649	12351
252.103.119.175	252.103.119.185	55121	139	6	0	0	220	1958	3386	26	2018-09-25 00:57:14.085134	2018-09-25 00:57:26.425706	493	12340
252.103.119.185	252.103.119.175	139	55121	6	0	0	366	2238	3450	22	2018-09-25 00:57:14.085669	2018-09-25 00:57:26.424997	587	12339
252.103.120.30	133.136.253.241	65172	53	17	0	0	35	35	77	1	2018-09-25 00:59:58.795496	2018-09-25 00:59:58.795496	0	0
133.136.253.241	252.103.120.30	53	65172	17	0	0	115	115	157	1	2018-09-25 00:59:58.795901	2018-09-25 00:59:58.795901	0	0
252.103.120.22	133.136.250.44	56873	80	6	0	0	254	757	1201	8	2018-09-25 01:00:26.527650	2018-09-25 01:00:33.960100	1061	7432
133.136.250.44	252.103.120.22	80	56873	6	0	0	2214	3257	3485	4	2018-09-25 01:00:26.527908	2018-09-25 01:00:28.119366	530	1591
252.103.120.20	133.136.253.241	51797	53	17	0	0	35	35	77	1	2018-09-25 01:02:15.287272	2018-09-25 01:02:15.287272	0	0
133.136.253.241	252.103.120.20	53	51797	17	0	0	115	115	157	1	2018-09-25 01:02:15.287664	2018-09-25 01:02:15.287664	0	0
252.103.120.20	133.136.250.44	49219	80	6	0	0	254	757	1201	8	2018-09-25 01:04:16.091620	2018-09-25 01:04:23.405487	1044	7313
133.136.250.44	252.103.120.20	80	49219	6	0	0	2214	3257	3485	4	2018-09-25 01:04:16.091980	2018-09-25 01:04:17.643494	516	1551
252.103.120.22	133.136.253.241	49313	53	17	0	0	35	35	77	1	2018-09-25 01:05:06.324926	2018-09-25 01:05:06.324926	0	0
133.136.253.241	252.103.120.22	53	49313	17	0	0	115	115	157	1	2018-09-25 01:05:06.325347	2018-09-25 01:05:06.325347	0	0
252.103.120.48	133.136.250.44	60814	80	6	0	0	254	757	1201	8	2018-09-25 01:06:59.413537	2018-09-25 01:07:06.984757	1081	7571
133.136.250.44	252.103.120.48	80	60814	6	0	0	2214	3257	3485	4	2018-09-25 01:06:59.413800	2018-09-25 01:07:01.041919	542	1628
252.103.119.175	133.136.253.241	55954	53	17	0	0	35	35	77	1	2018-09-25 01:07:33.187362	2018-09-25 01:07:33.187362	0	0
133.136.253.241	252.103.119.175	53	55954	17	0	0	115	115	157	1	2018-09-25 01:07:33.187757	2018-09-25 01:07:33.187757	0	0
252.103.119.175	252.103.119.185	55122	139	6	0	0	244	1990	3310	24	2018-09-25 01:09:14.106793	2018-09-25 01:09:26.428292	535	12321
252.103.119.185	252.103.119.175	139	55122	6	0	0	255	1880	2984	20	2018-09-25 01:09:14.107346	2018-09-25 01:09:26.427473	648	12320
252.103.119.175	252.103.119.185	55123	139	6	0	0	220	1958	3386	26	2018-09-25 01:09:14.121100	2018-09-25 01:09:26.431257	492	12310
252.103.119.185	252.103.119.175	139	55123	6	0	0	366	2238	3450	22	2018-09-25 01:09:14.121619	2018-09-25 01:09:26.430556	585	12308
252.103.119.175	133.136.253.241	61295	53	17	0	0	42	42	84	1	2018-09-25 01:10:37.187841	2018-09-25 01:10:37.187841	0	0
133.136.253.241	252.103.119.175	53	61295	17	0	0	299	299	341	1	2018-09-25 01:10:37.207535	2018-09-25 01:10:37.207535	0	0
252.103.119.185	133.136.250.44	64185	80	6	0	0	254	757	1201	8	2018-09-25 01:10:40.800516	2018-09-25 01:10:48.323194	1074	7522
133.136.250.44	252.103.119.185	80	64185	6	0	0	2214	3257	3485	4	2018-09-25 01:10:40.802341	2018-09-25 01:10:42.465601	554	1663
252.103.120.30	133.136.250.44	55339	80	6	0	0	254	757	1201	8	2018-09-25 01:11:28.367199	2018-09-25 01:11:35.853690	1069	7486
133.136.250.44	252.103.120.30	80	55339	6	0	0	2214	3257	3485	4	2018-09-25 01:11:28.367482	2018-09-25 01:11:30.028126	553	1660
252.103.120.7	133.136.250.44	49538	80	6	0	0	254	757	1201	8	2018-09-25 01:14:49.862188	2018-09-25 01:14:57.372833	1072	7510
133.136.250.44	252.103.120.7	80	49538	6	0	0	2214	3257	3485	4	2018-09-25 01:14:49.865504	2018-09-25 01:14:51.516462	549	1650
252.103.119.175	133.136.250.44	55130	80	6	0	0	254	757	1201	8	2018-09-25 01:15:52.007859	2018-09-25 01:15:59.438182	1061	7430
133.136.250.44	252.103.119.175	80	55130	6	0	0	2214	3257	3485	4	2018-09-25 01:15:52.008224	2018-09-25 01:15:53.601669	530	1593
252.103.120.48	252.103.120.20	60817	139	6	0	0	166	1010	1574	10	2018-09-25 01:16:41.059133	2018-09-25 01:16:41.067060	0	7
252.103.120.22	133.136.250.44	56878	80	6	0	0	254	757	1201	8	2018-09-25 01:20:26.532942	2018-09-25 01:20:34.001147	1066	7468
133.136.250.44	252.103.120.22	80	56878	6	0	0	2214	3257	3485	4	2018-09-25 01:20:26.533194	2018-09-25 01:20:28.143360	536	1610
252.103.119.175	252.103.119.185	55131	139	6	0	0	244	1990	3310	24	2018-09-25 01:21:14.143354	2018-09-25 01:21:26.417932	533	12274
252.103.119.185	252.103.119.175	139	55131	6	0	0	255	1880	2984	20	2018-09-25 01:21:14.143931	2018-09-25 01:21:26.417167	645	12273
252.103.119.175	252.103.119.185	55132	139	6	0	0	220	1958	3386	26	2018-09-25 01:21:14.158099	2018-09-25 01:21:26.420872	490	12262
252.103.119.185	252.103.119.175	139	55132	6	0	0	366	2238	3450	22	2018-09-25 01:21:14.158607	2018-09-25 01:21:26.420131	583	12261
252.103.120.20	133.136.250.44	49318	80	6	0	0	254	757	1201	8	2018-09-25 01:24:16.108570	2018-09-25 01:24:23.535696	1060	7427
133.136.250.44	252.103.120.20	80	49318	6	0	0	2214	3257	3485	4	2018-09-25 01:24:16.108971	2018-09-25 01:24:17.689284	526	1580
252.103.119.185	133.136.253.74	64187	889	6	0	0	276	276	612	6	2018-09-25 01:25:49.058919	2018-09-25 01:25:49.099527	7	40
133.136.253.74	252.103.119.185	889	64187	6	0	0	240	244	526	5	2018-09-25 01:25:49.059361	2018-09-25 01:25:49.098550	9	39
252.103.120.30	133.136.253.74	55342	889	6	0	0	1623	3453	3843	7	2018-09-25 01:26:22.164680	2018-09-25 01:28:52.745225	25096	150580
133.136.253.74	252.103.120.30	889	55342	6	0	0	1322	4454	5330	16	2018-09-25 01:26:22.165047	2018-09-25 01:30:14.768937	15506	232603
252.103.120.30	133.136.253.74	55344	889	6	0	0	276	276	612	6	2018-09-25 01:26:36.933095	2018-09-25 01:26:36.955729	4	22
133.136.253.74	252.103.120.30	889	55344	6	0	0	240	244	526	5	2018-09-25 01:26:36.933520	2018-09-25 01:26:36.954794	5	21
252.103.120.48	133.136.250.44	60833	80	6	0	0	254	757	1201	8	2018-09-25 01:26:59.425858	2018-09-25 01:27:06.965775	1076	7539
133.136.250.44	252.103.120.48	80	60833	6	0	0	2214	3257	3485	4	2018-09-25 01:26:59.426172	2018-09-25 01:27:01.014497	529	1588
252.103.119.185	133.136.250.44	64191	80	6	0	0	254	757	1201	8	2018-09-25 01:30:40.807070	2018-09-25 01:30:48.297819	1069	7490
133.136.250.44	252.103.119.185	80	64191	6	0	0	2214	3257	3485	4	2018-09-25 01:30:40.807525	2018-09-25 01:30:42.438341	543	1630
252.103.119.175	133.136.253.74	55134	889	6	0	0	276	276	612	6	2018-09-25 01:30:59.718704	2018-09-25 01:30:59.763686	8	44
133.136.253.74	252.103.119.175	889	55134	6	0	0	240	244	526	5	2018-09-25 01:30:59.719230	2018-09-25 01:30:59.763009	10	43
252.103.120.7	133.136.253.74	49540	889	6	0	0	274	274	610	6	2018-09-25 01:31:25.232228	2018-09-25 01:31:25.296650	12	64
133.136.253.74	252.103.120.7	889	49540	6	0	0	240	244	526	5	2018-09-25 01:31:25.232766	2018-09-25 01:31:25.296083	15	63
252.103.120.30	133.136.250.44	55348	80	6	0	0	254	757	1201	8	2018-09-25 01:31:28.384870	2018-09-25 01:31:35.799118	1058	7414
133.136.250.44	252.103.120.30	80	55348	6	0	0	2214	3257	3485	4	2018-09-25 01:31:28.385166	2018-09-25 01:31:29.952640	522	1567
252.103.119.175	252.103.119.185	55138	139	6	0	0	244	1990	3310	24	2018-09-25 01:33:14.179773	2018-09-25 01:33:26.423352	532	12243
252.103.119.185	252.103.119.175	139	55138	6	0	0	255	1880	2984	20	2018-09-25 01:33:14.180331	2018-09-25 01:33:26.422551	644	12242
252.103.119.175	252.103.119.185	55139	139	6	0	0	220	1958	3386	26	2018-09-25 01:33:14.194823	2018-09-25 01:33:26.426239	489	12231
252.103.119.185	252.103.119.175	139	55139	6	0	0	366	2238	3450	22	2018-09-25 01:33:14.195362	2018-09-25 01:33:26.425575	582	12230
252.103.120.7	133.136.250.44	49544	80	6	0	0	254	757	1201	8	2018-09-25 01:34:49.877175	2018-09-25 01:34:57.304630	1060	7427
133.136.250.44	252.103.120.7	80	49544	6	0	0	2214	3257	3485	4	2018-09-25 01:34:49.883884	2018-09-25 01:34:51.459043	524	1575
252.103.120.22	133.136.253.74	56882	889	6	0	0	276	276	612	6	2018-09-25 01:35:35.195997	2018-09-25 01:35:35.221758	4	25
133.136.253.74	252.103.120.22	889	56882	6	0	0	240	244	526	5	2018-09-25 01:35:35.196274	2018-09-25 01:35:35.220718	5	24
252.103.119.175	133.136.250.44	55140	80	6	0	0	254	757	1201	8	2018-09-25 01:35:52.014972	2018-09-25 01:35:59.426291	1058	7411
133.136.250.44	252.103.119.175	80	55140	6	0	0	2214	3257	3485	4	2018-09-25 01:35:52.015211	2018-09-25 01:35:53.610061	531	1594
252.103.120.20	133.136.253.74	49386	889	6	0	0	276	276	612	6	2018-09-25 01:39:22.793291	2018-09-25 01:39:22.835804	8	42
133.136.253.74	252.103.120.20	889	49386	6	0	0	240	244	526	5	2018-09-25 01:39:22.793751	2018-09-25 01:39:22.835210	10	41
252.103.120.22	133.136.250.44	56890	80	6	0	0	254	1514	2402	16	2018-09-25 01:40:26.520688	2018-09-27 09:20:15.654447	13359275	200389133
133.136.250.44	252.103.120.22	80	56890	6	0	0	2214	6513	6969	8	2018-09-25 01:40:26.520992	2018-09-27 09:20:09.791544	28626181	200383270
252.103.119.185	133.136.253.241	52421	53	17	0	0	35	35	77	1	2018-09-25 01:41:31.850469	2018-09-25 01:41:31.850469	0	0
133.136.253.241	252.103.119.185	53	52421	17	0	0	115	115	157	1	2018-09-25 01:41:31.850882	2018-09-25 01:41:31.850882	0	0
252.103.120.48	133.136.253.74	60837	889	6	0	0	276	276	612	6	2018-09-25 01:42:11.547125	2018-09-25 01:42:11.593845	9	46
133.136.253.74	252.103.120.48	889	60837	6	0	0	240	244	526	5	2018-09-25 01:42:11.547848	2018-09-25 01:42:11.593132	11	45
252.103.120.20	133.136.250.44	49410	80	6	0	0	254	757	1201	8	2018-09-25 01:44:16.147778	2018-09-25 01:44:23.814889	1094	7667
133.136.250.44	252.103.120.20	80	49410	6	0	0	2214	3257	3485	4	2018-09-25 01:44:16.148073	2018-09-25 01:44:17.924795	591	1776
252.103.119.175	252.103.119.185	55141	139	6	0	0	244	1990	3310	24	2018-09-25 01:45:14.216527	2018-09-25 01:45:26.428616	530	12212
252.103.119.185	252.103.119.175	139	55141	6	0	0	255	1880	2984	20	2018-09-25 01:45:14.217078	2018-09-25 01:45:26.427824	642	12210
252.103.119.175	252.103.119.185	55142	139	6	0	0	220	1958	3386	26	2018-09-25 01:45:14.231767	2018-09-25 01:45:26.431568	487	12199
252.103.119.185	252.103.119.175	139	55142	6	0	0	366	2238	3450	22	2018-09-25 01:45:14.232332	2018-09-25 01:45:26.430837	580	12198
252.103.120.48	133.136.253.241	58698	53	17	0	0	35	35	77	1	2018-09-25 01:45:55.160490	2018-09-25 01:45:55.160490	0	0
133.136.253.241	252.103.120.48	53	58698	17	0	0	115	115	157	1	2018-09-25 01:45:55.160904	2018-09-25 01:45:55.160904	0	0
252.103.120.48	133.136.250.44	60843	80	6	0	0	254	757	1201	8	2018-09-25 01:46:59.450130	2018-09-25 01:47:07.025560	1081	7575
133.136.250.44	252.103.120.48	80	60843	6	0	0	2214	3257	3485	4	2018-09-25 01:46:59.450448	2018-09-25 01:47:01.041443	530	1590
252.103.120.30	133.136.253.241	61249	53	17	0	0	35	35	77	1	2018-09-25 01:49:43.815767	2018-09-25 01:49:43.815767	0	0
133.136.253.241	252.103.120.30	53	61249	17	0	0	115	115	157	1	2018-09-25 01:49:43.816165	2018-09-25 01:49:43.816165	0	0
252.103.119.185	133.136.250.44	64192	80	6	0	0	254	757	1201	8	2018-09-25 01:50:40.814499	2018-09-25 01:50:48.225606	1058	7411
133.136.250.44	252.103.119.185	80	64192	6	0	0	2214	3257	3485	4	2018-09-25 01:50:40.814864	2018-09-25 01:50:42.377715	520	1562
252.103.120.30	133.136.250.44	55353	80	6	0	0	254	757	1201	8	2018-09-25 01:51:28.410266	2018-09-25 01:51:35.838274	1060	7428
133.136.250.44	252.103.120.30	80	55353	6	0	0	2214	3257	3485	4	2018-09-25 01:51:28.410695	2018-09-25 01:51:29.974934	521	1564
252.103.120.30	133.136.253.74	55354	889	6	0	0	1623	3453	3843	7	2018-09-25 01:54:31.799306	2018-09-25 01:57:02.363228	25093	150563
133.136.253.74	252.103.120.30	889	55354	6	0	0	1322	4454	5330	16	2018-09-25 01:54:31.799824	2018-09-25 01:58:23.216868	15427	231417
252.103.120.7	133.136.250.44	49559	80	6	0	0	254	757	1201	8	2018-09-25 01:54:49.891962	2018-09-25 01:54:57.299242	1057	7407
133.136.250.44	252.103.120.7	80	49559	6	0	0	2214	3257	3485	4	2018-09-25 01:54:49.892171	2018-09-25 01:54:51.468367	524	1576
252.103.120.20	133.136.253.241	61024	53	17	0	0	35	35	77	1	2018-09-25 01:55:23.289031	2018-09-25 01:55:23.289031	0	0
133.136.253.241	252.103.120.20	53	61024	17	0	0	115	115	157	1	2018-09-25 01:55:23.289347	2018-09-25 01:55:23.289347	0	0
252.103.120.30	133.136.253.74	55355	889	6	0	0	1623	3453	3843	7	2018-09-25 01:55:29.943075	2018-09-25 01:58:00.520423	25095	150577
133.136.253.74	252.103.120.30	889	55355	6	0	0	1322	4454	5330	16	2018-09-25 01:55:29.943535	2018-09-25 01:59:21.200927	15416	231257
252.103.120.7	133.136.253.241	57335	53	17	0	0	35	35	77	1	2018-09-25 01:55:38.501729	2018-09-25 01:55:38.501729	0	0
133.136.253.241	252.103.120.7	53	57335	17	0	0	115	115	157	1	2018-09-25 01:55:38.511470	2018-09-25 01:55:38.511470	0	0
252.103.119.175	133.136.250.44	55143	80	6	0	0	254	757	1201	8	2018-09-25 01:55:52.010553	2018-09-25 01:55:59.399028	1055	7388
133.136.250.44	252.103.119.175	80	55143	6	0	0	2214	3257	3485	4	2018-09-25 01:55:52.011021	2018-09-25 01:55:53.582412	523	1571
252.103.119.175	252.103.119.185	55144	139	6	0	0	244	1990	3310	24	2018-09-25 01:57:14.253369	2018-09-25 01:57:26.434452	529	12181
252.103.119.185	252.103.119.175	139	55144	6	0	0	255	1880	2984	20	2018-09-25 01:57:14.253943	2018-09-25 01:57:26.433670	640	12179
252.103.119.175	252.103.119.185	55145	139	6	0	0	220	1958	3386	26	2018-09-25 01:57:14.267844	2018-09-25 01:57:26.437281	486	12169
252.103.119.185	252.103.119.175	139	55145	6	0	0	366	2238	3450	22	2018-09-25 01:57:14.268384	2018-09-25 01:57:26.436597	579	12168
252.103.120.22	133.136.250.44	56895	80	6	0	0	254	757	1201	8	2018-09-25 02:00:26.542483	2018-09-25 02:00:33.990227	1063	7447
133.136.250.44	252.103.120.22	80	56895	6	0	0	2214	3257	3485	4	2018-09-25 02:00:26.542890	2018-09-25 02:00:28.133907	529	1591
252.103.120.20	133.136.250.44	49511	80	6	0	0	254	757	1201	8	2018-09-25 02:04:16.130651	2018-09-25 02:04:23.589872	1065	7459
133.136.250.44	252.103.120.20	80	49511	6	0	0	2214	3257	3485	4	2018-09-25 02:04:16.130888	2018-09-25 02:04:17.731507	533	1600
252.103.120.48	133.136.250.44	60860	80	6	0	0	254	757	1201	8	2018-09-25 02:06:59.352602	2018-09-25 02:07:07.007521	1093	7654
133.136.250.44	252.103.120.48	80	60860	6	0	0	2214	3257	3485	4	2018-09-25 02:06:59.352855	2018-09-25 02:07:01.038101	561	1685
252.103.119.175	252.103.119.185	55146	139	6	0	0	244	1990	3310	24	2018-09-25 02:09:14.293868	2018-09-25 02:09:26.440387	527	12146
252.103.119.185	252.103.119.175	139	55146	6	0	0	255	1880	2984	20	2018-09-25 02:09:14.294434	2018-09-25 02:09:26.439606	639	12145
252.103.119.175	252.103.119.185	55147	139	6	0	0	220	1958	3386	26	2018-09-25 02:09:14.308624	2018-09-25 02:09:26.443310	485	12134
252.103.119.185	252.103.119.175	139	55147	6	0	0	366	2238	3450	22	2018-09-25 02:09:14.309180	2018-09-25 02:09:26.442604	577	12133
252.103.119.185	133.136.250.44	64193	80	6	0	0	254	757	1201	8	2018-09-25 02:10:40.821998	2018-09-25 02:10:48.232159	1058	7410
133.136.250.44	252.103.119.185	80	64193	6	0	0	2214	3257	3485	4	2018-09-25 02:10:40.822377	2018-09-25 02:10:42.387643	521	1565
252.103.120.30	133.136.250.44	55360	80	6	0	0	254	757	1201	8	2018-09-25 02:11:28.387229	2018-09-25 02:11:35.800356	1058	7413
133.136.250.44	252.103.120.30	80	55360	6	0	0	2214	3257	3485	4	2018-09-25 02:11:28.387569	2018-09-25 02:11:29.971019	527	1583
252.103.119.175	133.136.253.241	53220	53	17	0	0	35	35	77	1	2018-09-25 02:13:36.213345	2018-09-25 02:13:36.213345	0	0
133.136.253.241	252.103.119.175	53	53220	17	0	0	115	115	157	1	2018-09-25 02:13:36.213727	2018-09-25 02:13:36.213727	0	0
252.103.120.22	133.136.253.241	59200	53	17	0	0	35	35	77	1	2018-09-25 02:13:41.409857	2018-09-25 02:13:41.409857	0	0
133.136.253.241	252.103.120.22	53	59200	17	0	0	115	115	157	1	2018-09-25 02:13:41.410265	2018-09-25 02:13:41.410265	0	0
252.103.120.7	133.136.250.44	49574	80	6	0	0	254	757	1201	8	2018-09-25 02:14:49.882328	2018-09-25 02:14:57.278879	1056	7396
133.136.250.44	252.103.120.7	80	49574	6	0	0	2214	3257	3485	4	2018-09-25 02:14:49.882629	2018-09-25 02:14:51.450706	522	1568
252.103.119.175	133.136.250.44	55148	80	6	0	0	254	757	1201	8	2018-09-25 02:15:52.042307	2018-09-25 02:15:59.450658	1057	7408
133.136.250.44	252.103.119.175	80	55148	6	0	0	2214	3257	3485	4	2018-09-25 02:15:52.042694	2018-09-25 02:15:53.618789	524	1576
252.103.120.22	133.136.250.44	56900	80	6	0	0	254	757	1201	8	2018-09-25 02:20:26.573362	2018-09-25 02:20:34.000956	1060	7427
133.136.250.44	252.103.120.22	80	56900	6	0	0	2214	3257	3485	4	2018-09-25 02:20:26.573578	2018-09-25 02:20:28.153007	525	1579
252.103.119.175	252.103.119.185	55149	139	6	0	0	244	1990	3310	24	2018-09-25 02:21:14.327766	2018-09-25 02:21:26.430878	526	12103
252.103.119.185	252.103.119.175	139	55149	6	0	0	255	1880	2984	20	2018-09-25 02:21:14.328308	2018-09-25 02:21:26.430063	636	12101
252.103.119.175	252.103.119.185	55150	139	6	0	0	220	1958	3386	26	2018-09-25 02:21:14.342810	2018-09-25 02:21:26.433848	483	12091
252.103.119.185	252.103.119.175	139	55150	6	0	0	366	2238	3450	22	2018-09-25 02:21:14.343351	2018-09-25 02:21:26.433132	575	12089
252.103.120.20	133.136.250.44	49599	80	6	0	0	254	757	1201	8	2018-09-25 02:24:16.163622	2018-09-25 02:24:23.505373	1048	7341
133.136.250.44	252.103.120.20	80	49599	6	0	0	2214	3257	3485	4	2018-09-25 02:24:16.163951	2018-09-25 02:24:17.748087	527	1584
252.103.119.185	133.136.253.74	64195	889	6	0	0	190	190	526	6	2018-09-25 02:25:49.154484	2018-09-25 02:25:49.195611	8	41
133.136.253.74	252.103.119.185	889	64195	6	0	0	240	242	524	5	2018-09-25 02:25:49.155009	2018-09-25 02:25:49.194683	9	39
252.103.120.30	133.136.253.74	55364	889	6	0	0	190	190	526	6	2018-09-25 02:26:37.041941	2018-09-25 02:26:37.065473	4	23
133.136.253.74	252.103.120.30	889	55364	6	0	0	240	242	524	5	2018-09-25 02:26:37.042428	2018-09-25 02:26:37.064462	5	22
252.103.120.48	133.136.250.44	60879	80	6	0	0	254	757	1201	8	2018-09-25 02:26:59.431064	2018-09-25 02:27:06.973574	1076	7542
